"Date(UTC)","BlockNumber","UnixTimeStamp","Value","ClientVersion"
"1/23/2019","7111289","1548202180","2193058432771","1.8.21"
"1/24/2019","7116274","1548288519","2195412189590","1.8.21"
"1/25/2019","7121375","1548374948","2199855760616","1.8.21"
"1/26/2019","7126462","1548461373","2203313506666","1.8.21"
"1/27/2019","7131517","1548547768","2207856465072","1.8.21"
"1/28/2019","7136541","1548634205","2210160197777","1.8.21"
"1/29/2019","7141417","1548720601","2214687928594","1.8.21"
"1/30/2019","7146292","1548806992","2219338047141","1.8.21"
"1/31/2019","7151230","1548893366","2221551277643","1.8.21"
"2/1/2019","7156164","1548979719","2226133258414","1.8.21"
"2/2/2019","7161012","1549066185","2229660142233","1.8.21"
"2/3/2019","7165949","1549152555","2234198355792","1.8.21"
"2/4/2019","7170805","1549238960","2236356443366","1.8.21"
"2/5/2019","7175752","1549325378","2240039971443","1.8.21"
"2/6/2019","7180654","1549411752","2242286784142","1.8.21"
"2/7/2019","7185533","1549498146","2244613431874","1.8.21"
"2/8/2019","7190465","1549584594","2249281470466","1.8.21"
"2/9/2019","7195382","1549670996","2251984445162","1.8.21"
"2/10/2019","7200281","1549757369","2254229601890","1.8.21"
"2/11/2019","7204582","1549843745","2258879878481","1.8.21"
"2/12/2019","7208771","1549930175","2261216142616","1.8.21"
"2/13/2019","7213043","1550016550","2263499045421","1.8.21"
"2/14/2019","7217203","1550102982","2268009058858","1.8.21"
"2/15/2019","7221377","1550189370","2270263680184","1.8.21"
"2/16/2019","7225536","1550275778","2273510374682","1.8.21"
"2/17/2019","7229750","1550362124","2275734139700","1.8.21"
"2/18/2019","7233897","1550448577","2280406319099","1.8.21"
"2/19/2019","7238097","1550534972","2282726644285","1.8.21"
"2/20/2019","7242392","1550621383","2287252803870","1.8.21"
"2/21/2019","7246851","1550712635","2291665741238","1.8.21"
"2/22/2019","7250875","1550794176","2293914938270","1.8.21"
"2/23/2019","7255115","1550880560","2298091112574","1.8.21"
"2/24/2019","7259468","1550966978","2302810971816","1.8.21"
"2/25/2019","7263727","1551053376","2304955306970","1.8.21"
"2/26/2019","7267963","1551139772","2308830154687","1.8.23"
"2/27/2019","7272243","1551226152","2313442209550","1.8.23"
"2/28/2019","7276521","1551312590","2315592685170","1.8.23"
"3/1/2019","7280899","1551398986","2319370646353","1.8.23"
"3/2/2019","7286903","1551485381","2323086877810","1.8.23"
"3/3/2019","7293291","1551571786","2327539489619","1.8.23"
"3/4/2019","7299682","1551658203","2332055284460","1.8.23"
"3/5/2019","7306064","1551744566","2336514655167","1.8.23"
"3/6/2019","7312492","1551831004","2340235789174","1.8.23"
"3/7/2019","7318905","1551917380","2344780697503","1.8.23"
"3/8/2019","7325329","1552003799","2349262356041","1.8.23"
"3/9/2019","7331716","1552090167","2352704880826","1.8.23"
"3/10/2019","7338106","1552176608","2357186043293","1.8.23"
"3/11/2019","7344614","1552262990","2361759317309","1.8.23"
"3/12/2019","7351005","1552349400","2366308884171","1.8.23"
"3/13/2019","7357449","1552435793","2369571684058","1.8.23"
"3/14/2019","7363849","1552522193","2374088501599","1.8.23"
"3/15/2019","7370286","1552608578","2378543777902","1.8.23"
"3/16/2019","7376696","1552694999","2382612339018","1.8.23"
"3/17/2019","7383216","1552781403","2387132719028","1.8.23"
"3/18/2019","7389628","1552867792","2391591223490","1.8.23"
"3/19/2019","7395988","1552954183","2396073377373","1.8.23"
"3/20/2019","7402401","1553040584","2400523707308","1.8.23"
"3/21/2019","7408882","1553126993","2405007121173","1.8.23"
"3/22/2019","7415252","1553213386","2409525096574","1.8.23"
"3/23/2019","7421669","1553299793","2413296898705","1.8.23"
"3/24/2019","7428093","1553386183","2417703665431","1.8.23"
"3/25/2019","7434529","1553472602","2421878097328","1.8.23"
"3/26/2019","7440956","1553558999","2428702332764","1.8.23"
"3/27/2019","7447300","1553645377","2433206295079","1.8.23"
"3/28/2019","7453766","1553731800","2437690317100","1.8.23"
"3/29/2019","7460155","1553818200","2442028790809","1.8.23"
"3/30/2019","7466508","1553904567","2446492443852","1.8.23"
"3/31/2019","7472888","1553990973","2451056112234","1.8.23"
"4/1/2019","7479301","1554077379","2455334383379","1.8.23"
"4/2/2019","7485716","1554163786","2462126145959","1.8.23"
"4/3/2019","7492076","1554250200","2466572661797","1.8.23"
"4/4/2019","7498412","1554336567","2473252029399","1.8.23"
"4/5/2019","7504810","1554422979","2477627186520","1.8.23"
"4/6/2019","7511241","1554509381","2480379986542","1.8.23"
"4/7/2019","7517709","1554595797","2484880366012","1.8.23"
"4/8/2019","7524167","1554682172","2489254636575","1.8.23"
"4/9/2019","7530613","1554768593","2495009023343","1.8.23"
"4/10/2019","7537034","1554854943","2499507949026","1.8.23"
"4/11/2019","7543494","1554941392","2503909997834","1.8.23"
"4/12/2019","7549877","1555027713","2508797285619","1.8.23"
"4/13/2019","7556312","1555114178","2513204004961","1.8.23"
"4/14/2019","7562793","1555200560","2517851570161","1.8.23"
"4/15/2019","7569206","1555286987","2522195070429","1.8.23"
"4/16/2019","7575652","1555373396","2527345206158","1.8.26"
"4/17/2019","7582054","1555459805","2531839553675","1.8.26"
"4/18/2019","7588436","1555546161","2536304502257","1.8.26"
"4/19/2019","7594860","1555632599","2540710692271","1.8.26"
"4/20/2019","7601290","1555718982","2547256214315","1.8.26"
"4/21/2019","7607670","1555805490","2551631135600","1.8.26"
"4/22/2019","7614122","1555891768","2556049122130","1.8.26"
"4/23/2019","7620549","1555978178","2560503345786","1.8.26"
"4/24/2019","7626867","1556064605","2564964369232","1.8.26"
"4/25/2019","7633247","1556150990","2570727425432","1.8.26"
"4/26/2019","7639719","1556237398","2575273810717","1.8.26"
"4/27/2019","7646173","1556323776","2579764116998","1.8.27"
"4/28/2019","7652637","1556410193","2584262351479","1.8.27"
"4/29/2019","7659025","1556496577","2588774054684","1.8.27"
"4/30/2019","7665482","1556582976","2593427242714","1.8.27"
"5/1/2019","7671906","1556669402","2597741240449","1.8.27"
"5/2/2019","7678364","1556755787","2602356559850","1.8.27"
"5/3/2019","7684789","1556842158","2607122865852","1.8.27"
"5/4/2019","7691148","1556928715","2610002514230","1.8.27"
"5/5/2019","7697825","1557017171","2616812229141","1.8.27"
"5/6/2019","7704050","1557101377","2619160065996","1.8.27"
"5/7/2019","7710407","1557187762","2625915308377","1.8.27"
"5/8/2019","7716799","1557274171","2630112538416","1.8.27"
"5/9/2019","7723150","1557360607","2634575446175","1.8.27"
"5/10/2019","7729500","1557446928","2639065540377","1.8.27"
"5/11/2019","7735942","1557533408","2645376537526","1.8.27"
"5/12/2019","7742341","1557619798","2649569060247","1.8.27"
"5/13/2019","7748797","1557706190","2655453362250","1.8.27"
"5/14/2019","7755358","1557795581","2661066207222","1.8.27"
"5/15/2019","7761626","1557878947","2665809567258","1.8.27"
"5/16/2019","7768084","1557965359","2670297716226","1.8.27"
"5/17/2019","7774434","1558051886","2676901312757","1.8.27"
"5/18/2019","7780871","1558138204","2683211881023","1.8.27"
"5/19/2019","7787274","1558224585","2687546937551","1.8.27"
"5/20/2019","7793661","1558311006","2692043539780","1.8.27"
"5/21/2019","7800002","1558397362","2698782203401","1.8.27"
"5/22/2019","7806340","1558483805","2704305256720","1.8.27"
"5/23/2019","7812739","1558570186","2708773273489","1.8.27"
"5/24/2019","7819073","1558656561","2715333161919","1.8.27"
"5/25/2019","7825468","1558742984","2721443769014","1.8.27"
"5/26/2019","7831955","1558828903","2725944115706","1.8.27"
"5/27/2019","7838424","1558915812","2731180375057","1.8.27"
"5/28/2019","7844818","1559002196","2735936443624","1.8.27"
"5/28/2019","7851070","1559087377","2741519902240","1.8.27"
"5/30/2019","7857692","1559174996","2747067897583","1.8.27"
"5/31/2019","7864003","1559261436","2753820015746","1.8.27"
"6/1/2019","7870463","1559347785","2759652573998","1.8.27"
"6/2/2019","7876839","1559434187","2764538091783","1.8.27"
"6/3/2019","7883222","1559520597","2769950592851","1.8.27"
"6/4/2019","7889538","1559606904","2775110906051","1.8.27"
"6/4/2019","7895834","1559691720","2781646743020","1.8.27"
"6/6/2019","7902349","1559779793","2786676543319","1.8.27"
"6/7/2019","7908791","1559866188","2791730055154","1.8.27"
"6/8/2019","7915143","1559952609","2796244756304","1.8.27"
"6/9/2019","7921483","1560038974","2802935480662","1.8.27"
"6/10/2019","7927840","1560125402","2807641539129","1.8.27"
"6/11/2019","7934308","1560211804","2812800654104","1.8.27"
"6/11/2019","7940550","1560296477","2819457555535","1.8.27"
"6/13/2019","7947059","1560384553","2824640255629","1.8.27"
"6/14/2019","7953466","1560470967","2829637242867","1.8.27"
"6/15/2019","7959879","1560557352","2833798333492","1.8.27"
"6/16/2019","7966242","1560643782","2840177045150","1.8.27"
"6/17/2019","7972678","1560730192","2845222749613","1.8.27"
"6/18/2019","7979059","1560816594","2852179822250","1.8.27"
"6/19/2019","7985433","1560902971","2857289514526","1.8.27"
"6/20/2019","7991836","1560989401","2862371193276","1.8.27"
"6/21/2019","7998236","1561076089","2869218584597","1.8.27"
"6/22/2019","8004556","1561162171","2873180918975","1.8.27"
"6/23/2019","8011034","1561248594","2878300992493","1.8.27"
"6/24/2019","8017414","1561334982","2883334625292","1.8.27"
"6/25/2019","8023862","1561421389","2890077880990","1.8.27"
"6/26/2019","8030279","1561507795","2895557470421","1.8.27"
"6/27/2019","8036687","1561593929","2901137504156","1.8.27"
"6/27/2019","8042931","1561678568","2906329233140","1.8.27"
"6/29/2019","8049468","1561766858","2911876437688","1.8.27"
"6/30/2019","8055908","1561853382","2916666308089","1.8.27"
"7/1/2019","8062323","1561939626","2920672184164","1.8.27"
"7/1/2019","8068726","1562025575","2927480569205","1.8.27"
"7/2/2019","8074965","1562109791","2932505242226","1.8.27"
"7/3/2019","8081084","1562192648","2937571122991","1.8.27"
"7/5/2019","8087987","1562285387","2942679814677","1.8.27"
"7/6/2019","8094372","1562371783","2947047391552","1.8.27"
"7/7/2019","8100834","1562458166","2952159559794","1.8.27"
"7/8/2019","8107330","1562544584","2956994902158","1.8.27"
"7/9/2019","8113762","1562630980","2961944244658","1.8.27"
"7/10/2019","8120194","1562717402","2968044959692","1.8.27"
"7/11/2019","8126602","1562803794","2973131654100","1.8.27"
"7/12/2019","8133036","1562890240","3108835479318","1.9.0"
"7/13/2019","8139388","1562976665","3112964066470","1.9.0"
"7/14/2019","8145818","1563062997","3116695533599","1.9.0"
"7/15/2019","8152346","1563149446","3122309759804","1.9.0"
"7/16/2019","8158686","1563235835","3127888871917","1.9.0"
"7/17/2019","8165007","1563322215","3135334115396","1.9.0"
"7/18/2019","8171381","1563408641","3140404556273","1.9.0"
"7/19/2019","8177862","1563494986","3145787811483","1.9.0"
"7/20/2019","8184297","1563582632","3144206838228","1.9.0"
"7/21/2019","8190726","1563667889","3147936775224","1.9.0"
"7/21/2019","8196920","1563751366","3151814005767","1.9.0"
"7/23/2019","8203615","1563840666","3156285735025","1.9.0"
"7/24/2019","8210153","1563927728","3160527253635","1.9.0"
"7/25/2019","8216535","1564013469","3167129321599","1.9.0"
"7/26/2019","8222885","1564099832","3172647961176","1.9.0"
"7/27/2019","8229326","1564186216","3177711409468","1.9.0"
"7/28/2019","8235821","1564272744","3181548758385","1.9.0"
"7/29/2019","8242277","1564359048","3187189369689","1.9.0"
"7/30/2019","8248615","1564444972","3191016168973","1.9.0"
"7/31/2019","8255144","1564531855","3196259079161","1.9.0"
"8/1/2019","8261566","1564618226","3201780773714","1.9.0"
"8/2/2019","8267908","1564704665","3207281423100","1.9.0"
"8/3/2019","8274404","1564790989","3211279874802","1.9.0"
"8/4/2019","8280876","1564877419","3216698929039","1.9.0"
"8/5/2019","8287321","1564963910","3222132129629","1.9.0"
"8/6/2019","8293772","1565050174","3225928925326","1.9.0"
"8/7/2019","8300205","1565136667","3231353263960","1.9.0"
"8/7/2019","8306258","1565217209","3235322662548","1.9.0"
"8/8/2019","8312781","1565305236","3239155250133","1.9.0"
"8/10/2019","8319495","1565395784","3242902887880","1.9.0"
"8/11/2019","8325995","1565482202","3246611599365","1.9.0"
"8/12/2019","8332428","1565568657","3214021693938","1.9.0"
"8/13/2019","8338898","1565655035","3188176029482","1.9.0"
"8/14/2019","8345331","1565741426","3193584944687","1.9.0"
"8/15/2019","8351782","1565827768","3199116687263","1.9.0"
"8/16/2019","8358252","1565914881","3202752102638","1.9.0"
"8/16/2019","8364569","1565999497","3208054121942","1.9.0"
"8/18/2019","8371128","1566086975","3211358492229","1.9.2"
"8/19/2019","8377568","1566173397","3215904645190","1.9.2"
"8/20/2019","8383942","1566259820","3220720273576","1.9.2"
"8/21/2019","8390374","1566346192","3225400708632","1.9.2"
"8/22/2019","8396818","1566432559","3230215654401","1.9.2"
"8/23/2019","8403226","1566519036","3235131847619","1.9.2"
"8/24/2019","8409698","1566605395","3239854787709","1.9.2"
"8/25/2019","8416002","1566691819","3244709204238","1.9.2"
"8/26/2019","8422589","1566778173","3249594198886","1.9.2"
"8/27/2019","8428945","1566864633","3254465059386","1.9.2"
"8/28/2019","8435344","1566950992","3258991772312","1.9.2"
"8/29/2019","8441771","1567037395","3263993909397","1.9.2"
"8/30/2019","8448248","1567123810","3268523526413","1.9.2"
"8/31/2019","8454677","1567210147","3272378984954","1.9.2"
"9/1/2019","8461093","1567296595","3277124349327","1.9.2"
"9/2/2019","8467494","1567383011","3282057971933","1.9.2"
"9/3/2019","8473919","1567469381","3286685507239","1.9.2"
"9/4/2019","8480317","1567555794","3291548835105","1.9.2"
"9/5/2019","8486710","1567642191","3296425894685","1.9.2"
"9/6/2019","8493176","1567728604","3301275557169","1.9.2"
"9/7/2019","8499554","1567814997","3304062949331","1.9.2"
"Date(UTC)","BlockNumber","UnixTimeStamp","Value","ClientVersion"
"1/23/2019","7111289","1548202180","2159222046323","2.2.7"
"1/24/2019","7116274","1548288519","2163216961190","2.2.7"
"1/25/2019","7121375","1548374948","2165647704623","2.2.7"
"1/26/2019","7126462","1548461373","2170255409745","2.2.7"
"1/27/2019","7131517","1548547768","2173513641841","2.2.7"
"1/28/2019","7136539","1548634184","2177097126796","2.2.7"
"1/29/2019","7141416","1548720584","2180969001553","2.2.7"
"1/30/2019","7146292","1548806992","2185206643708","2.2.7"
"1/31/2019","7151230","1548893366","2188510365845","2.2.7"
"2/1/2019","7156164","1548979719","2192768974068","2.2.7"
"2/2/2019","7161010","1549066130","2196335032738","2.2.7"
"2/3/2019","7165949","1549152555","2199539262956","2.2.7"
"2/4/2019","7170808","1549239039","2202922577622","2.2.7"
"2/5/2019","7175752","1549325378","2205964379964","2.2.7"
"2/6/2019","7180654","1549411752","2208156880035","2.2.7"
"2/7/2019","7185533","1549498146","2211395741675","2.2.7"
"2/8/2019","7190465","1549584594","2215964082131","2.2.7"
"2/9/2019","7195382","1549670996","2218368252424","2.2.7"
"2/10/2019","7200281","1549757369","2220564799722","2.2.7"
"2/11/2019","7204582","1549843745","2223828818726","2.2.7"
"2/12/2019","7208771","1549930175","2227013951455","2.2.9"
"2/13/2019","7213043","1550016550","2229933721737","2.2.9"
"2/14/2019","7217203","1550102982","2233147525890","2.2.9"
"2/15/2019","7221377","1550189370","2236331760430","2.2.9"
"2/16/2019","7225536","1550275778","2240660388303","2.2.10"
"2/17/2019","7229750","1550362124","2242983196696","2.2.10"
"2/18/2019","7233897","1550448577","2246158679880","2.2.10"
"2/19/2019","7238097","1550534972","2249345984612","2.2.10"
"2/20/2019","7242392","1550621383","2253650730761","2.2.10"
"2/21/2019","7246851","1550712635","2257296470005","2.2.10"
"2/22/2019","7250875","1550794176","2260490532606","2.2.10"
"2/23/2019","7255115","1550880560","2263601768353","2.2.10"
"2/24/2019","7259468","1550966978","2267659736586","2.2.10"
"2/25/2019","7263727","1551053376","2271139184698","2.2.10"
"2/26/2019","7267963","1551139772","2274763869189","2.2.10"
"2/27/2019","7272243","1551226152","2277919261099","2.2.10"
"2/28/2019","7276521","1551312590","2281844468378","2.2.10"
"3/1/2019","7280899","1551398986","2285568976154","2.2.10"
"3/2/2019","7286903","1551485381","2289186463103","2.2.10"
"3/3/2019","7293291","1551571786","2294292538758","2.2.10"
"3/4/2019","7299681","1551658184","2297879556692","2.2.10"
"3/5/2019","7306064","1551744566","2302509439180","2.2.10"
"3/6/2019","7312491","1551831000","2306938077927","2.2.10"
"3/7/2019","7318905","1551917380","2310537972556","2.2.10"
"3/8/2019","7325328","1552003781","2315226481224","2.2.10"
"3/9/2019","7331716","1552090167","2319602556620","2.2.10"
"3/10/2019","7338104","1552176592","2323939319333","2.2.10"
"3/11/2019","7344613","1552262988","2327631924943","2.2.10"
"3/12/2019","7351004","1552349395","2331882964127","2.2.10"
"3/13/2019","7357449","1552435793","2336620821971","2.2.10"
"3/14/2019","7363849","1552522193","2340147502569","2.2.10"
"3/15/2019","7370286","1552608578","2344107896474","2.2.10"
"3/16/2019","7376696","1552694999","2348566763920","2.2.10"
"3/17/2019","7383215","1552781368","2352545236249","2.2.10"
"3/18/2019","7389628","1552867792","2356485192739","2.2.10"
"3/19/2019","7395988","1552954183","2361908842563","2.2.10"
"3/20/2019","7402401","1553040584","2365155767511","2.2.10"
"3/21/2019","7408882","1553126993","2369944154427","2.2.10"
"3/22/2019","7415252","1553213386","2374689519193","2.2.10"
"3/23/2019","7421669","1553299793","2380644975164","2.2.10"
"3/24/2019","7428093","1553386183","2384592275901","2.2.10"
"3/25/2019","7434528","1553472577","2388563082938","2.2.10"
"3/26/2019","7440955","1553558995","2393267976331","2.2.10"
"3/27/2019","7447300","1553645377","2398013393929","2.2.10"
"3/28/2019","7453766","1553731800","2402744291825","2.2.10"
"3/29/2019","7460155","1553818200","2407559754422","2.2.10"
"3/30/2019","7466508","1553904567","2412225211301","2.2.10"
"3/31/2019","7472888","1553990973","2416945872625","2.2.10"
"4/1/2019","7479301","1554077379","2421620402908","2.2.10"
"4/2/2019","7485716","1554163786","2427186268234","2.2.10"
"4/3/2019","7492076","1554250200","2431820257910","2.2.10"
"4/4/2019","7498412","1554336567","2437821683341","2.2.10"
"4/5/2019","7504810","1554422979","2443222727403","2.3.9"
"4/6/2019","7511241","1554509381","2446488276305","2.3.9"
"4/7/2019","7517710","1554595798","2451196731735","2.3.9"
"4/8/2019","7524167","1554682172","2455512135452","2.3.9"
"4/9/2019","7530613","1554768593","2460237201498","2.3.9"
"4/10/2019","7537034","1554854943","2464936906174","2.3.9"
"4/11/2019","7543494","1554941392","2469555087094","2.3.9"
"4/12/2019","7549877","1555027713","2474289718380","2.3.9"
"4/13/2019","7556312","1555114178","2478947336567","2.3.9"
"4/14/2019","7562793","1555200560","2483618960016","2.3.9"
"4/15/2019","7569206","1555286987","2487967683182","2.3.9"
"4/16/2019","7575652","1555373396","2491700607573","2.4.5"
"4/17/2019","7582053","1555459780","2497021087164","2.4.5"
"4/18/2019","7588436","1555546161","2501750351077","2.4.5"
"4/19/2019","7594860","1555632599","2506806874619","2.4.5"
"4/20/2019","7601290","1555718982","2511455208141","2.4.5"
"4/21/2019","7607662","1555805362","2516336901392","2.4.5"
"4/22/2019","7614122","1555891768","2520553552131","2.4.5"
"4/23/2019","7620549","1555978178","2525243857338","2.4.5"
"4/24/2019","7626867","1556064605","2529911785873","2.4.5"
"4/25/2019","7633247","1556150990","2535139468175","2.4.5"
"4/26/2019","7639719","1556237397","2539643698862","2.4.5"
"4/27/2019","7646173","1556323776","2544168400036","2.4.5"
"4/28/2019","7652636","1556410169","2548784900328","2.4.5"
"4/29/2019","7659025","1556496577","2552385130238","2.4.5"
"4/30/2019","7665482","1556582976","2556772725762","2.4.5"
"5/1/2019","7671906","1556669402","2562172973434","2.4.5"
"5/2/2019","7678364","1556755787","2566648386393","2.4.5"
"5/3/2019","7684789","1556842158","2572345361213","2.4.5"
"5/4/2019","7691137","1556928572","2576627554665","2.4.5"
"5/5/2019","7697824","1557017158","2580604182751","2.4.5"
"5/6/2019","7704050","1557101377","2585214996210","2.4.5"
"5/7/2019","7710407","1557187762","2589537937464","2.4.5"
"5/8/2019","7716799","1557274171","2593782237651","2.4.5"
"5/9/2019","7723149","1557360601","2599389996869","2.4.5"
"5/10/2019","7729500","1557446928","2603753960429","2.4.5"
"5/11/2019","7735940","1557533399","2609504664834","2.4.5"
"5/12/2019","7742340","1557619797","2615231764151","2.4.5"
"5/13/2019","7748797","1557706190","2619532682904","2.4.5"
"5/14/2019","7755358","1557795581","2625227788172","2.4.5"
"5/15/2019","7761626","1557878947","2629971130646","2.4.5"
"5/16/2019","7768084","1557965359","2636066305320","2.4.5"
"5/17/2019","7774424","1558051780","2641726125386","2.4.5"
"5/18/2019","7780870","1558138196","2646976712706","2.4.5"
"5/19/2019","7787274","1558224585","2651909445225","2.4.5"
"5/20/2019","7793659","1558310980","2656848192724","2.4.5"
"5/21/2019","7800002","1558397362","2662742289122","2.4.5"
"5/22/2019","7806340","1558483805","2667890268379","2.4.5"
"5/23/2019","7812739","1558570186","2673779918520","2.4.5"
"5/24/2019","7819073","1558656561","2679365359857","2.4.5"
"5/25/2019","7825468","1558742984","2685348820766","2.4.5"
"5/26/2019","7831991","1558829391","2690071863044","2.4.5"
"5/27/2019","7838422","1558915804","2695254657228","2.4.5"
"5/28/2019","7844818","1559002196","2700569398388","2.4.5"
"5/29/2019","7851152","1559088576","2706241552991","2.4.5"
"5/30/2019","7857692","1559174996","2711213633234","2.4.5"
"5/31/2019","7863995","1559261385","2717083328268","2.4.5"
"6/1/2019","7870462","1559347777","2722398752940","2.4.5"
"6/2/2019","7876839","1559434187","2728679606449","2.4.5"
"6/3/2019","7883222","1559520597","2734263988148","2.4.5"
"6/4/2019","7889538","1559606904","2739790387842","2.4.5"
"6/5/2019","7895948","1559693400","2744697134529","2.4.5"
"6/6/2019","7902349","1559779793","2749687168010","2.4.5"
"6/7/2019","7908791","1559866188","2755630828841","2.4.5"
"6/8/2019","7915140","1559952576","2760780815999","2.4.5"
"6/9/2019","7921524","1560039497","2767411699274","2.4.5"
"6/10/2019","7927840","1560125402","2770816628056","2.4.5"
"6/11/2019","7934307","1560211782","2776861590178","2.4.5"
"6/12/2019","7940679","1560298194","2782528613003","2.4.5"
"6/13/2019","7947059","1560384553","2788591423825","2.4.5"
"6/14/2019","7953466","1560470967","2793073982940","2.4.5"
"6/15/2019","7959879","1560557352","2798414110570","2.4.5"
"6/16/2019","7966242","1560643782","2804026345966","2.4.5"
"6/17/2019","7972678","1560730192","2810386066046","2.4.5"
"6/18/2019","7979059","1560816594","2814628035767","2.4.5"
"6/19/2019","7985436","1560903010","2820520973991","2.4.5"
"6/20/2019","7991836","1560989401","2826211591720","2.4.5"
"6/21/2019","7998224","1561075792","2832339822265","2.4.5"
"6/22/2019","8004556","1561162171","2836724725707","2.4.7"
"6/23/2019","8011034","1561248594","2842329406586","2.4.7"
"6/24/2019","8017414","1561334982","2847514742282","2.4.7"
"6/25/2019","8023862","1561421389","2852342641194","2.4.7"
"6/26/2019","8030280","1561507797","2858028093422","2.4.7"
"6/27/2019","8036706","1561594191","2864034881483","2.4.7"
"6/28/2019","8043091","1561680541","2870988721507","2.4.7"
"6/29/2019","8049493","1561767206","2875512279876","2.4.7"
"6/30/2019","8055908","1561853382","2880324146237","2.4.7"
"7/1/2019","8062346","1561939953","2885013619707","2.4.7"
"7/2/2019","8068757","1562026174","2890088499143","2.4.7"
"7/3/2019","8075174","1562112582","2895834398518","2.4.7"
"7/4/2019","8081571","1562198981","2901395713017","2.4.7"
"7/5/2019","8087994","1562285515","2906376251265","2.4.7"
"7/6/2019","8094372","1562371783","2912111391518","2.4.9"
"7/7/2019","8100834","1562458166","2915684228892","2.4.9"
"7/8/2019","8107330","1562544584","2920153555869","2.4.9"
"7/9/2019","8113762","1562630980","2925660717182","2.4.9"
"7/10/2019","8120194","1562717402","2930917763818","2.4.9"
"7/11/2019","8126611","1562803885","2936984550022","2.4.9"
"7/12/2019","8133031","1562890156","2941030770495","2.5.5"
"7/13/2019","8139384","1562976580","2946599799962","2.5.5"
"7/14/2019","8145818","1563062997","2951241346561","2.5.5"
"7/15/2019","8152343","1563149382","2954974630879","2.5.5"
"7/16/2019","8158681","1563235795","2960565529801","2.5.5"
"7/17/2019","8165005","1563322186","2966410582453","2.5.5"
"7/18/2019","8171374","1563408598","2971377750969","2.5.5"
"7/19/2019","8177862","1563494986","2976828287705","2.5.5"
"7/20/2019","8184219","1563581319","2981859235922","2.5.5"
"7/21/2019","8190722","1563667779","2985614301672","2.5.5"
"7/22/2019","8197135","1563754192","2989721071439","2.5.5"
"7/23/2019","8203611","1563840571","2994102929008","2.5.5"
"7/24/2019","8210086","1563926975","2998670378155","2.5.5"
"7/25/2019","8216529","1564013367","3004132080042","2.5.5"
"7/26/2019","8222882","1564099777","3010248684882","2.5.5"
"7/27/2019","8229324","1564186176","3014377380229","2.5.5"
"7/28/2019","8235810","1564272580","3019145373667","2.5.5"
"7/29/2019","8242270","1564358982","3023554738448","2.5.5"
"7/30/2019","8248644","1564445381","3028121571229","2.5.5"
"7/31/2019","8255135","1564531790","3032740491397","2.5.5"
"8/1/2019","8261560","1564618180","3038832165703","2.5.5"
"8/2/2019","8267903","1564704545","3044557887313","2.5.5"
"8/3/2019","8274403","1564790981","3048141760586","2.5.5"
"8/4/2019","8280873","1564877393","3054060451105","2.5.5"
"8/5/2019","8287314","1564963773","3057973147146","2.5.5"
"8/6/2019","8293772","1565050174","3063940944772","2.5.5"
"8/7/2019","8300201","1565136594","3067991776598","2.5.5"
"8/8/2019","8306699","1565222994","3073753951036","2.5.5"
"8/9/2019","8313079","1565309368","3077650684235","2.5.5"
"8/10/2019","8319494","1565395778","3082490377570","2.5.5"
"8/11/2019","8325994","1565482134","3086359969581","2.5.5"
"8/12/2019","8332421","1565568590","3090697056430","2.5.5"
"8/13/2019","8338893","1565654995","3095717286814","2.5.5"
"8/14/2019","8345327","1565741374","3101060588443","2.5.5"
"8/15/2019","8351782","1565827768","3104755845685","2.5.5"
"8/16/2019","8358191","1565914169","3109329437850","2.5.5"
"8/17/2019","8364639","1566000581","3114297753268","2.5.6"
"8/18/2019","8371128","1566086975","3119779000061","2.5.6"
"8/19/2019","8377567","1566173387","3123870460952","2.5.6"
"8/20/2019","8383940","1566259777","3128129995587","2.5.6"
"8/21/2019","8390373","1566346182","3133018700174","2.5.6"
"8/22/2019","8396818","1566432559","3137768654923","2.5.6"
"8/23/2019","8403220","1566518992","3142395665720","2.5.6"
"8/24/2019","8409697","1566605384","3147531400448","2.5.6"
"8/25/2019","8416000","1566691786","3153419163081","2.5.6"
"8/26/2019","8422589","1566778173","3156407021362","2.5.6"
"8/27/2019","8428943","1566864552","3161248098101","2.5.6"
"8/28/2019","8435344","1566950992","3165729650026","2.5.6"
"8/29/2019","8441771","1567037395","3170557687233","2.5.6"
"8/30/2019","8448246","1567123771","3175297882520","2.5.6"
"8/31/2019","8454677","1567210147","3180819543910","2.5.7"
"9/1/2019","8461093","1567296595","3184894910402","2.5.7"
"9/2/2019","8467492","1567383002","3190148360324","2.5.7"
"9/3/2019","8473919","1567469381","3194253120763","2.5.7"
"9/4/2019","8480317","1567555794","3199244844488","2.5.7"
"9/5/2019","8486710","1567642191","3204039297650","2.5.7"
"9/6/2019","8493175","1567728601","3208940286992","2.5.7"
"9/7/2019","8499554","1567814997","3214147868436","2.5.7"
