"Date(UTC)","UnixTimeStamp","Value"
"7/30/2015","1438214400","0.0000"
"7/31/2015","1438300800","0.0000"
"8/1/2015","1438387200","0.0000"
"8/2/2015","1438473600","0.0000"
"8/3/2015","1438560000","0.0000"
"8/4/2015","1438646400","0.0000"
"8/5/2015","1438732800","0.0000"
"8/6/2015","1438819200","0.0000"
"8/7/2015","1438905600","0.1317"
"8/8/2015","1438992000","0.0468"
"8/9/2015","1439078400","0.0024"
"8/10/2015","1439164800","0.0045"
"8/11/2015","1439251200","0.0099"
"8/12/2015","1439337600","0.0044"
"8/13/2015","1439424000","0.0053"
"8/14/2015","1439510400","0.0043"
"8/15/2015","1439596800","0.0035"
"8/16/2015","1439683200","0.0036"
"8/17/2015","1439769600","0.0036"
"8/18/2015","1439856000","0.0043"
"8/19/2015","1439942400","0.0056"
"8/20/2015","1440028800","0.0050"
"8/21/2015","1440115200","0.0067"
"8/22/2015","1440201600","0.0055"
"8/23/2015","1440288000","0.0075"
"8/24/2015","1440374400","0.0060"
"8/25/2015","1440460800","0.0071"
"8/26/2015","1440547200","0.0063"
"8/27/2015","1440633600","0.0100"
"8/28/2015","1440720000","0.0077"
"8/29/2015","1440806400","0.0073"
"8/30/2015","1440892800","0.0079"
"8/31/2015","1440979200","0.0100"
"9/1/2015","1441065600","0.0113"
"9/2/2015","1441152000","0.0124"
"9/3/2015","1441238400","0.0119"
"9/4/2015","1441324800","0.0120"
"9/5/2015","1441411200","0.0103"
"9/6/2015","1441497600","0.0091"
"9/7/2015","1441584000","0.0113"
"9/8/2015","1441670400","0.0103"
"9/9/2015","1441756800","0.0110"
"9/10/2015","1441843200","0.0090"
"9/11/2015","1441929600","0.0099"
"9/12/2015","1442016000","0.0118"
"9/13/2015","1442102400","0.0114"
"9/14/2015","1442188800","0.0113"
"9/15/2015","1442275200","0.0098"
"9/16/2015","1442361600","0.0094"
"9/17/2015","1442448000","0.0097"
"9/18/2015","1442534400","0.0139"
"9/19/2015","1442620800","0.0095"
"9/20/2015","1442707200","0.0124"
"9/21/2015","1442793600","0.0120"
"9/22/2015","1442880000","0.0133"
"9/23/2015","1442966400","0.0122"
"9/24/2015","1443052800","0.0117"
"9/25/2015","1443139200","0.0111"
"9/26/2015","1443225600","0.0104"
"9/27/2015","1443312000","0.0111"
"9/28/2015","1443398400","0.0115"
"9/29/2015","1443484800","0.0107"
"9/30/2015","1443571200","0.0108"
"10/1/2015","1443657600","0.0102"
"10/2/2015","1443744000","0.0109"
"10/3/2015","1443830400","0.0111"
"10/4/2015","1443916800","0.0114"
"10/5/2015","1444003200","0.0138"
"10/6/2015","1444089600","0.0123"
"10/7/2015","1444176000","0.0145"
"10/8/2015","1444262400","0.0128"
"10/9/2015","1444348800","0.0117"
"10/10/2015","1444435200","0.0113"
"10/11/2015","1444521600","0.0097"
"10/12/2015","1444608000","0.0124"
"10/13/2015","1444694400","0.0139"
"10/14/2015","1444780800","0.0125"
"10/15/2015","1444867200","0.0225"
"10/16/2015","1444953600","0.0261"
"10/17/2015","1445040000","0.0145"
"10/18/2015","1445126400","0.0161"
"10/19/2015","1445212800","0.0139"
"10/20/2015","1445299200","0.0122"
"10/21/2015","1445385600","0.0115"
"10/22/2015","1445472000","0.0157"
"10/23/2015","1445558400","0.0157"
"10/24/2015","1445644800","0.0130"
"10/25/2015","1445731200","0.0106"
"10/26/2015","1445817600","0.0132"
"10/27/2015","1445904000","0.0223"
"10/28/2015","1445990400","0.0130"
"10/29/2015","1446076800","0.0149"
"10/30/2015","1446163200","0.0152"
"10/31/2015","1446249600","0.0184"
"11/1/2015","1446336000","0.0195"
"11/2/2015","1446422400","0.0122"
"11/3/2015","1446508800","0.0148"
"11/4/2015","1446595200","0.0112"
"11/5/2015","1446681600","0.0125"
"11/6/2015","1446768000","0.0192"
"11/7/2015","1446854400","0.0370"
"11/8/2015","1446940800","0.0357"
"11/9/2015","1447027200","0.0134"
"11/10/2015","1447113600","0.0181"
"11/11/2015","1447200000","0.0262"
"11/12/2015","1447286400","0.0282"
"11/13/2015","1447372800","0.0174"
"11/14/2015","1447459200","0.0224"
"11/15/2015","1447545600","0.0138"
"11/16/2015","1447632000","0.0115"
"11/17/2015","1447718400","0.0106"
"11/18/2015","1447804800","0.0122"
"11/19/2015","1447891200","0.0186"
"11/20/2015","1447977600","0.0145"
"11/21/2015","1448064000","0.0127"
"11/22/2015","1448150400","0.0127"
"11/23/2015","1448236800","0.0146"
"11/24/2015","1448323200","0.0136"
"11/25/2015","1448409600","0.0152"
"11/26/2015","1448496000","0.0111"
"11/27/2015","1448582400","0.0107"
"11/28/2015","1448668800","0.0176"
"11/29/2015","1448755200","0.0108"
"11/30/2015","1448841600","0.0237"
"12/1/2015","1448928000","0.0145"
"12/2/2015","1449014400","0.0138"
"12/3/2015","1449100800","0.0121"
"12/4/2015","1449187200","0.0143"
"12/5/2015","1449273600","0.0147"
"12/6/2015","1449360000","0.0208"
"12/7/2015","1449446400","0.0113"
"12/8/2015","1449532800","0.0111"
"12/9/2015","1449619200","0.0110"
"12/10/2015","1449705600","0.0127"
"12/11/2015","1449792000","0.0170"
"12/12/2015","1449878400","0.0222"
"12/13/2015","1449964800","0.0196"
"12/14/2015","1450051200","0.0901"
"12/15/2015","1450137600","0.1209"
"12/16/2015","1450224000","0.0536"
"12/17/2015","1450310400","0.0381"
"12/18/2015","1450396800","0.0382"
"12/19/2015","1450483200","0.0341"
"12/20/2015","1450569600","0.0421"
"12/21/2015","1450656000","0.0474"
"12/22/2015","1450742400","0.0695"
"12/23/2015","1450828800","0.0908"
"12/24/2015","1450915200","0.0553"
"12/25/2015","1451001600","0.0315"
"12/26/2015","1451088000","0.0374"
"12/27/2015","1451174400","0.0803"
"12/28/2015","1451260800","0.0430"
"12/29/2015","1451347200","0.0397"
"12/30/2015","1451433600","0.0851"
"12/31/2015","1451520000","0.0286"
"1/1/2016","1451606400","0.0190"
"1/2/2016","1451692800","0.0230"
"1/3/2016","1451779200","0.0229"
"1/4/2016","1451865600","0.0251"
"1/5/2016","1451952000","0.0667"
"1/6/2016","1452038400","0.0778"
"1/7/2016","1452124800","0.0785"
"1/8/2016","1452211200","0.0298"
"1/9/2016","1452297600","0.0454"
"1/10/2016","1452384000","0.0307"
"1/11/2016","1452470400","0.0301"
"1/12/2016","1452556800","0.0305"
"1/13/2016","1452643200","0.0644"
"1/14/2016","1452729600","0.0306"
"1/15/2016","1452816000","0.0257"
"1/16/2016","1452902400","0.0264"
"1/17/2016","1452988800","0.0204"
"1/18/2016","1453075200","0.0371"
"1/19/2016","1453161600","0.0434"
"1/20/2016","1453248000","0.0220"
"1/21/2016","1453334400","0.0220"
"1/22/2016","1453420800","0.0362"
"1/23/2016","1453507200","0.0208"
"1/24/2016","1453593600","0.0261"
"1/25/2016","1453680000","0.0474"
"1/26/2016","1453766400","0.0416"
"1/27/2016","1453852800","0.0631"
"1/28/2016","1453939200","0.0477"
"1/29/2016","1454025600","0.0423"
"1/30/2016","1454112000","0.0347"
"1/31/2016","1454198400","0.0345"
"2/1/2016","1454284800","0.0297"
"2/2/2016","1454371200","0.0298"
"2/3/2016","1454457600","0.0278"
"2/4/2016","1454544000","0.0308"
"2/5/2016","1454630400","0.0336"
"2/6/2016","1454716800","0.0965"
"2/7/2016","1454803200","0.0285"
"2/8/2016","1454889600","0.0282"
"2/9/2016","1454976000","0.0289"
"2/10/2016","1455062400","0.0315"
"2/11/2016","1455148800","0.0433"
"2/12/2016","1455235200","0.0342"
"2/13/2016","1455321600","0.0396"
"2/14/2016","1455408000","0.0328"
"2/15/2016","1455494400","0.0349"
"2/16/2016","1455580800","0.0373"
"2/17/2016","1455667200","0.0474"
"2/18/2016","1455753600","0.0343"
"2/19/2016","1455840000","0.0415"
"2/20/2016","1455926400","0.0315"
"2/21/2016","1456012800","0.0320"
"2/22/2016","1456099200","0.0346"
"2/23/2016","1456185600","0.0993"
"2/24/2016","1456272000","0.0563"
"2/25/2016","1456358400","0.0353"
"2/26/2016","1456444800","0.0605"
"2/27/2016","1456531200","0.0340"
"2/28/2016","1456617600","0.0332"
"2/29/2016","1456704000","0.0385"
"3/1/2016","1456790400","0.0371"
"3/2/2016","1456876800","0.0382"
"3/3/2016","1456963200","0.0411"
"3/4/2016","1457049600","0.0292"
"3/5/2016","1457136000","0.0340"
"3/6/2016","1457222400","0.0385"
"3/7/2016","1457308800","0.0353"
"3/8/2016","1457395200","0.0307"
"3/9/2016","1457481600","0.0307"
"3/10/2016","1457568000","0.0281"
"3/11/2016","1457654400","0.0271"
"3/12/2016","1457740800","0.0339"
"3/13/2016","1457827200","0.0343"
"3/14/2016","1457913600","0.0397"
"3/15/2016","1458000000","0.0320"
"3/16/2016","1458086400","0.0314"
"3/17/2016","1458172800","0.0359"
"3/18/2016","1458259200","0.0336"
"3/19/2016","1458345600","0.0440"
"3/20/2016","1458432000","0.0407"
"3/21/2016","1458518400","0.0393"
"3/22/2016","1458604800","0.0392"
"3/23/2016","1458691200","0.0435"
"3/24/2016","1458777600","0.0565"
"3/25/2016","1458864000","0.0459"
"3/26/2016","1458950400","0.0462"
"3/27/2016","1459036800","0.0290"
"3/28/2016","1459123200","0.0419"
"3/29/2016","1459209600","0.0346"
"3/30/2016","1459296000","0.0464"
"3/31/2016","1459382400","0.0382"
"4/1/2016","1459468800","0.0379"
"4/2/2016","1459555200","0.0283"
"4/3/2016","1459641600","0.0282"
"4/4/2016","1459728000","0.0390"
"4/5/2016","1459814400","0.0450"
"4/6/2016","1459900800","0.0334"
"4/7/2016","1459987200","0.0341"
"4/8/2016","1460073600","0.0390"
"4/9/2016","1460160000","0.0316"
"4/10/2016","1460246400","0.0295"
"4/11/2016","1460332800","0.0289"
"4/12/2016","1460419200","0.0362"
"4/13/2016","1460505600","0.0439"
"4/14/2016","1460592000","0.0394"
"4/15/2016","1460678400","0.0369"
"4/16/2016","1460764800","0.0267"
"4/17/2016","1460851200","0.0423"
"4/18/2016","1460937600","0.0318"
"4/19/2016","1461024000","0.0304"
"4/20/2016","1461110400","0.0378"
"4/21/2016","1461196800","0.0442"
"4/22/2016","1461283200","0.0324"
"4/23/2016","1461369600","0.0302"
"4/24/2016","1461456000","0.0360"
"4/25/2016","1461542400","0.0374"
"4/26/2016","1461628800","0.0335"
"4/27/2016","1461715200","0.0322"
"4/28/2016","1461801600","0.0356"
"4/29/2016","1461888000","0.0374"
"4/30/2016","1461974400","0.0484"
"5/1/2016","1462060800","0.0540"
"5/2/2016","1462147200","0.0411"
"5/3/2016","1462233600","0.0402"
"5/4/2016","1462320000","0.0426"
"5/5/2016","1462406400","0.0477"
"5/6/2016","1462492800","0.0564"
"5/7/2016","1462579200","0.0360"
"5/8/2016","1462665600","0.0442"
"5/9/2016","1462752000","0.0414"
"5/10/2016","1462838400","0.0427"
"5/11/2016","1462924800","0.0501"
"5/12/2016","1463011200","0.0568"
"5/13/2016","1463097600","0.0580"
"5/14/2016","1463184000","0.0548"
"5/15/2016","1463270400","0.0505"
"5/16/2016","1463356800","0.0446"
"5/17/2016","1463443200","0.0449"
"5/18/2016","1463529600","0.0533"
"5/19/2016","1463616000","0.0513"
"5/20/2016","1463702400","0.0583"
"5/21/2016","1463788800","0.0573"
"5/22/2016","1463875200","0.0443"
"5/23/2016","1463961600","0.0468"
"5/24/2016","1464048000","0.0445"
"5/25/2016","1464134400","0.0516"
"5/26/2016","1464220800","0.0570"
"5/27/2016","1464307200","0.0583"
"5/28/2016","1464393600","0.1044"
"5/29/2016","1464480000","0.0575"
"5/30/2016","1464566400","0.0497"
"5/31/2016","1464652800","0.0503"
"6/1/2016","1464739200","0.0501"
"6/2/2016","1464825600","0.0404"
"6/3/2016","1464912000","0.0400"
"6/4/2016","1464998400","0.0391"
"6/5/2016","1465084800","0.0383"
"6/6/2016","1465171200","0.0396"
"6/7/2016","1465257600","0.1004"
"6/8/2016","1465344000","0.0440"
"6/9/2016","1465430400","0.0451"
"6/10/2016","1465516800","0.0468"
"6/11/2016","1465603200","0.0433"
"6/12/2016","1465689600","0.0455"
"6/13/2016","1465776000","0.0587"
"6/14/2016","1465862400","0.0615"
"6/15/2016","1465948800","0.0490"
"6/16/2016","1466035200","0.0640"
"6/17/2016","1466121600","0.3475"
"6/18/2016","1466208000","0.4701"
"6/19/2016","1466294400","0.0865"
"6/20/2016","1466380800","0.0867"
"6/21/2016","1466467200","0.1009"
"6/22/2016","1466553600","0.0797"
"6/23/2016","1466640000","0.0519"
"6/24/2016","1466726400","0.0645"
"6/25/2016","1466812800","0.0461"
"6/26/2016","1466899200","0.0520"
"6/27/2016","1466985600","0.0673"
"6/28/2016","1467072000","0.0748"
"6/29/2016","1467158400","0.0904"
"6/30/2016","1467244800","0.1434"
"7/1/2016","1467331200","0.0747"
"7/2/2016","1467417600","0.0397"
"7/3/2016","1467504000","0.0501"
"7/4/2016","1467590400","0.0428"
"7/5/2016","1467676800","0.0488"
"7/6/2016","1467763200","0.0482"
"7/7/2016","1467849600","0.0429"
"7/8/2016","1467936000","0.0652"
"7/9/2016","1468022400","0.0809"
"7/10/2016","1468108800","0.0450"
"7/11/2016","1468195200","0.0458"
"7/12/2016","1468281600","0.0537"
"7/13/2016","1468368000","0.0401"
"7/14/2016","1468454400","0.0526"
"7/15/2016","1468540800","0.0481"
"7/16/2016","1468627200","0.0382"
"7/17/2016","1468713600","0.0315"
"7/18/2016","1468800000","0.0411"
"7/19/2016","1468886400","0.0484"
"7/20/2016","1468972800","0.1288"
"7/21/2016","1469059200","0.0542"
"7/22/2016","1469145600","0.0619"
"7/23/2016","1469232000","0.0518"
"7/24/2016","1469318400","0.0580"
"7/25/2016","1469404800","0.0618"
"7/26/2016","1469491200","0.0721"
"7/27/2016","1469577600","0.0590"
"7/28/2016","1469664000","0.0734"
"7/29/2016","1469750400","0.0715"
"7/30/2016","1469836800","0.0486"
"7/31/2016","1469923200","0.0476"
"8/1/2016","1470009600","0.0485"
"8/2/2016","1470096000","0.0545"
"8/3/2016","1470182400","0.0526"
"8/4/2016","1470268800","0.0503"
"8/5/2016","1470355200","0.0456"
"8/6/2016","1470441600","0.0418"
"8/7/2016","1470528000","0.0441"
"8/8/2016","1470614400","0.0899"
"8/9/2016","1470700800","0.0485"
"8/10/2016","1470787200","0.0516"
"8/11/2016","1470873600","0.0500"
"8/12/2016","1470960000","0.0468"
"8/13/2016","1471046400","0.0401"
"8/14/2016","1471132800","0.0386"
"8/15/2016","1471219200","0.0428"
"8/16/2016","1471305600","0.0497"
"8/17/2016","1471392000","0.0457"
"8/18/2016","1471478400","0.0574"
"8/19/2016","1471564800","0.0467"
"8/20/2016","1471651200","0.0426"
"8/21/2016","1471737600","0.0446"
"8/22/2016","1471824000","0.0475"
"8/23/2016","1471910400","0.1214"
"8/24/2016","1471996800","0.0479"
"8/25/2016","1472083200","0.0524"
"8/26/2016","1472169600","0.0511"
"8/27/2016","1472256000","0.0453"
"8/28/2016","1472342400","0.0407"
"8/29/2016","1472428800","0.0466"
"8/30/2016","1472515200","0.0519"
"8/31/2016","1472601600","0.0474"
"9/1/2016","1472688000","0.0509"
"9/2/2016","1472774400","0.0731"
"9/3/2016","1472860800","0.0440"
"9/4/2016","1472947200","0.0764"
"9/5/2016","1473033600","0.0455"
"9/6/2016","1473120000","0.0541"
"9/7/2016","1473206400","0.0546"
"9/8/2016","1473292800","0.0658"
"9/9/2016","1473379200","0.0669"
"9/10/2016","1473465600","0.0431"
"9/11/2016","1473552000","0.0426"
"9/12/2016","1473638400","0.0541"
"9/13/2016","1473724800","0.0485"
"9/14/2016","1473811200","0.0587"
"9/15/2016","1473897600","0.0584"
"9/16/2016","1473984000","0.0768"
"9/17/2016","1474070400","0.0557"
"9/18/2016","1474156800","0.0491"
"9/19/2016","1474243200","0.0409"
"9/20/2016","1474329600","0.0511"
"9/21/2016","1474416000","0.0490"
"9/22/2016","1474502400","0.1127"
"9/23/2016","1474588800","0.2174"
"9/24/2016","1474675200","0.3263"
"9/25/2016","1474761600","0.1860"
"9/26/2016","1474848000","0.2901"
"9/27/2016","1474934400","0.2899"
"9/28/2016","1475020800","0.2375"
"9/29/2016","1475107200","0.1520"
"9/30/2016","1475193600","0.1412"
"10/1/2016","1475280000","0.4596"
"10/2/2016","1475366400","0.4114"
"10/3/2016","1475452800","0.2921"
"10/4/2016","1475539200","0.3563"
"10/5/2016","1475625600","0.3289"
"10/6/2016","1475712000","0.2591"
"10/7/2016","1475798400","0.2748"
"10/8/2016","1475884800","0.2763"
"10/9/2016","1475971200","0.2994"
"10/10/2016","1476057600","0.2730"
"10/11/2016","1476144000","0.1728"
"10/12/2016","1476230400","0.1722"
"10/13/2016","1476316800","0.1551"
"10/14/2016","1476403200","0.2221"
"10/15/2016","1476489600","0.3449"
"10/16/2016","1476576000","0.3270"
"10/17/2016","1476662400","0.3618"
"10/18/2016","1476748800","0.3988"
"10/19/2016","1476835200","0.2465"
"10/20/2016","1476921600","0.2083"
"10/21/2016","1477008000","0.2118"
"10/22/2016","1477094400","0.1457"
"10/23/2016","1477180800","0.0838"
"10/24/2016","1477267200","0.1445"
"10/25/2016","1477353600","0.1324"
"10/26/2016","1477440000","0.1084"
"10/27/2016","1477526400","0.1071"
"10/28/2016","1477612800","0.1079"
"10/29/2016","1477699200","0.0974"
"10/30/2016","1477785600","0.0949"
"10/31/2016","1477872000","0.1099"
"11/1/2016","1477958400","0.1262"
"11/2/2016","1478044800","0.1005"
"11/3/2016","1478131200","0.0989"
"11/4/2016","1478217600","0.0771"
"11/5/2016","1478304000","0.0843"
"11/6/2016","1478390400","0.0795"
"11/7/2016","1478476800","0.0916"
"11/8/2016","1478563200","0.1046"
"11/9/2016","1478649600","0.1179"
"11/10/2016","1478736000","0.1128"
"11/11/2016","1478822400","0.1094"
"11/12/2016","1478908800","0.0965"
"11/13/2016","1478995200","0.1049"
"11/14/2016","1479081600","0.1200"
"11/15/2016","1479168000","0.1183"
"11/16/2016","1479254400","0.1082"
"11/17/2016","1479340800","0.1018"
"11/18/2016","1479427200","0.1068"
"11/19/2016","1479513600","0.0899"
"11/20/2016","1479600000","0.1023"
"11/21/2016","1479686400","0.1113"
"11/22/2016","1479772800","0.1326"
"11/23/2016","1479859200","0.2713"
"11/24/2016","1479945600","0.1196"
"11/25/2016","1480032000","0.1682"
"11/26/2016","1480118400","0.1498"
"11/27/2016","1480204800","0.2307"
"11/28/2016","1480291200","0.2357"
"11/29/2016","1480377600","0.1983"
"11/30/2016","1480464000","0.0725"
"12/1/2016","1480550400","0.0592"
"12/2/2016","1480636800","0.0642"
"12/3/2016","1480723200","0.0655"
"12/4/2016","1480809600","0.0683"
"12/5/2016","1480896000","0.0642"
"12/6/2016","1480982400","0.0608"
"12/7/2016","1481068800","0.0578"
"12/8/2016","1481155200","0.0505"
